timestamp,month,day,year,time,age,mar,sex,chi,cou,urb,edu,med,wor,sec,occ,foc,hom,iin,hin,srh,dan,gov,hyg,cre,int,anc,sto,chr,cov,n,sur1,sur2,sur3,sur4,sur5,sur6,sur7,sur8,sur9,sur10,sur11,sur12,sur13,sur14,sur15,sur16,sur17,sur18,sur19,sur20,sur21,sur22,sur23,sur24,sur25,sur26,sur27,sur28,sur29,sur30,age_n,mar_n,sex_n,chi_n,ucbs,ist,urb_n,edu_n,med_n,wor_n,sec_n,occ_n,foc_n,hom_n,iin_n,hin_n,srh_n,sto_n,chr_n,cov_n,int_n,dan_n,gov_n,hyg_n,cre_n,sur1_n,sur2_n,sur3_n,sur4_n,sur5_n,sur6_n,sur7_n,sur8_n,sur9_n,sur10_n,sur11_n,sur12_n,sur13_n,sur14_n,sur15_n,sur16_n,sur17_n,sur18_n,sur19_n,sur20_n,surA,surAD,sur21_n,sur22_n,sur23_n,sur24_n,sur25_n,sur26_n,sur27_n,sur28_n,sur29_n,sur30_n,surB,surBD
4/13/2020 14:35:11,4,13,2020,14:35:11,21,Single,Man,I have no children.,İSTANBUL,Urban,Graduate,Middle School,Student,Service,"Staff working in office services (Clerks, Customer Service Officers, Digital and Material Registrars, etc)","Skilled agricultural, forestry and aquaculture workers",Partially,0 - 1500,0 - 1500,Good,"Yes, I think","No, I don't think",Increased,Increased,Increased,No,No,Yes,No,,Moderate,Low,,,Low,Low,Low,,Low,,Low,,,,Low,Low,,,Low,Low,A little,Moderately,Moderately,A little,A little,A little,Moderately,Moderately,A little,Very slightly or not at all,2,1,1,1,2,2,2,5.0,2.0,6,6,4,6,3.0,1,1,4,0,1,0,2,2,4,2,2,3,2,0,0,2,2,2,0,2,0,2,0,0,0,2,2,0,0,2,2,23,1,1,2,2,1,1,1,2,2,1,0,13,1
4/13/2020 14:56:17,4,13,2020,14:56:17,56,Divorced,Man,I have a child/children aged 19 and over.,ANTALYA,Urban,High school,,Full-time employee,Service,"Executives (Senior Officials and Legislators, Administrative and Commercial Executives, etc)","Non-qualified occupations (Cleaners and Helpers, Agricultural, Forestry and Fisheries Workers, Mining, Construction, Manufacturing and Transport Workers, Food Preparation Assistants, etc)",Partially,3000 - 6000,3000 - 6000,Very good,I definitely think so,"Yes, I think",Increased a lot,Decreased,Decreased,Yes,Yes,Yes,No,,Low,Low,,,Low,Low,Moderate,Low,Moderate,Low,Low,,,,,Moderate,,Low,Low,Moderate,Moderately,Quite a bit,Quite a bit,Moderately,Moderately,Moderately,Extremely,Extremely,Extremely,Quite a bit,5,3,1,7,2,2,2,3.0,,8,6,1,9,3.0,3,3,5,1,1,0,4,1,2,1,4,2,2,0,0,2,2,3,2,3,2,2,0,0,0,0,3,0,2,2,3,30,1,2,3,3,2,2,2,4,4,4,3,29,0
4/13/2020 14:57:02,4,13,2020,14:57:02,25,Single,Man,I have no children.,İSTANBUL,Urban,Graduate,Two-year degree or equivalent,Full-time employee,Other,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)",Yes,1500 - 3000,1500 - 3000,Good,"Yes, I think","Yes, I think",Increased,Decreased a lot,Increased,Yes,Yes,No,No,,Moderate,Low,,,Low,,Low,,Low,Low,Low,Low,Low,,Low,Low,Low,,Low,Low,Moderately,Quite a bit,Very slightly or not at all,Moderately,Very slightly or not at all,Moderately,A little,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,2,1,1,1,2,2,2,5.0,4.0,8,7,2,2,1.0,2,2,4,1,0,0,2,2,2,2,5,3,2,0,0,2,0,2,0,2,2,2,2,2,0,2,2,2,0,2,2,29,1,2,3,0,2,0,2,1,0,0,0,10,1
4/13/2020 15:00:06,4,13,2020,15:00:06,31,Single,Female,I have no children.,ANKARA,Urban,"Postgraduate Education (Master's, Doctorate)",High school,Full-time employee,Service,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Executives (Senior Officials and Legislators, Administrative and Commercial Executives, etc)",Yes,3000 - 6000,3000 - 6000,Very good,"Yes, I think",I don't know; I'm uncertain,Increased,Same,Same,Yes,Yes,Yes,No,,Moderate,Low,,,Low,Low,,Low,,Low,Moderate,,,,Low,Low,Low,,,Moderate,A little,Very slightly or not at all,Moderately,Quite a bit,A little,Moderately,A little,A little,A little,A little,2,1,2,1,1,2,2,6.0,3.0,8,6,2,1,1.0,3,3,5,1,1,0,3,2,3,2,3,3,2,0,0,2,2,0,2,0,2,3,0,0,0,2,2,2,0,0,3,25,1,1,0,2,3,1,2,1,1,1,1,13,1
4/13/2020 15:00:18,4,13,2020,15:00:18,37,Single,Man,I have no children.,ANKARA,Urban,Graduate,Two-year degree or equivalent,On unpaid leave after the Covid-19 crisis,Service,"Craftsmen and related workers (Construction and Related Workers, Metal, Machinery and Related Trade Workers, Handicrafts and Printing Workers, Electrical and Electronic Trade Workers, etc)","Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)",Partially,1500 - 3000,3000 - 6000,Neither good nor bad,"Yes, I think",I definitely don't think so,Increased,Decreased,Decreased,Yes,Yes,No,No,,Low,,Low,,,Low,Moderate,Low,High,Low,High,Moderate,Low,Moderate,Low,,High,Moderate,,Low,A little,Moderately,A little,Moderately,Quite a bit,Quite a bit,Quite a bit,Moderately,Quite a bit,Moderately,3,1,1,1,1,2,2,5.0,4.0,3,6,7,2,3.0,2,3,3,1,0,0,4,2,5,2,4,2,0,2,0,0,2,3,2,4,2,4,3,2,3,2,0,4,3,0,2,40,1,1,2,1,2,3,3,3,2,3,2,22,0
4/13/2020 15:01:30,4,13,2020,15:01:30,22,Single,Man,I have no children.,İZMİR,Urban,Graduate,Graduate,Student,Education,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Executives (Senior Officials and Legislators, Administrative and Commercial Executives, etc)",Partially,3000 - 6000,6000 - 12000,Good,I definitely think so,"No, I don't think",Increased a lot,Decreased a lot,Increased a lot,Yes,No,No,No,,Moderate,Low,,,Moderate,Moderate,High,Moderate,Low,Moderate,Moderate,,,,High,Low,Moderate,,Low,Moderate,Very slightly or not at all,A little,Very slightly or not at all,Very slightly or not at all,A little,Very slightly or not at all,Moderately,A little,A little,Quite a bit,2,1,1,1,2,2,2,5.0,5.0,6,3,2,1,3.0,3,4,4,0,0,0,1,1,4,1,5,3,2,0,0,3,3,4,3,2,3,3,0,0,0,4,2,3,0,2,3,40,1,0,1,0,0,1,0,2,1,1,3,9,1
4/13/2020 15:01:40,4,13,2020,15:01:40,20,Single,Female,I have no children.,BALIKESİR,Urban,Graduate,Primary school,Student,Education,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Skilled agricultural, forestry and aquaculture workers",Yes,3000 - 6000,3000 - 6000,Good,I definitely think so,I don't know; I'm uncertain,Increased,Decreased a lot,Increased,Yes,Yes,Yes,No,,Low,Low,Low,,Moderate,,Low,Low,Low,Moderate,Moderate,Low,Low,,Low,Moderate,Low,,Low,Moderate,A little,Very slightly or not at all,Moderately,A little,Moderately,Very slightly or not at all,A little,A little,A little,A little,1,1,2,1,2,2,2,5.0,1.0,6,3,2,6,1.0,3,3,4,1,1,0,2,1,3,2,5,2,2,2,0,3,0,2,2,2,3,3,2,2,0,2,3,2,0,2,3,37,1,1,0,2,1,2,0,1,1,1,1,10,1
4/13/2020 15:03:14,4,13,2020,15:03:14,32,Single,Man,I have no children.,ANTALYA,Urban,Graduate,Two-year degree or equivalent,Full-time employee,Service,"Executives (Senior Officials and Legislators, Administrative and Commercial Executives, etc)","Occupations related to the armed forces (Ranked Armed Forces Personnel, Police Force Members, Other Law Enforcement Personnel)",Partially,3000 - 6000,6000 - 12000,Very good,"No, I don't think",I definitely don't think so,Increased,Same,Increased,Yes,Yes,Yes,No,,High,Low,Moderate,,Low,Moderate,Low,Low,Low,Moderate,High,Moderate,High,High,Low,Moderate,Low,,,Moderate,Very slightly or not at all,A little,Very slightly or not at all,Very slightly or not at all,A little,Very slightly or not at all,A little,A little,A little,Moderately,2,1,1,1,2,2,2,5.0,4.0,8,6,1,0,3.0,3,4,5,1,1,0,2,4,5,2,3,4,2,3,0,2,3,2,2,2,3,4,3,4,4,2,3,2,0,0,3,48,0,0,1,0,0,1,0,1,1,1,2,7,1
4/13/2020 15:09:51,4,13,2020,15:09:51,22,Single,Female,I have no children.,İSTANBUL,Urban,Graduate,Graduate,Part-time employee,Service,"Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)","Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)",No,3000 - 6000,6000 - 12000,Very good,I definitely think so,I definitely don't think so,Increased a lot,Decreased a lot,Increased,Yes,Yes,No,No,,Low,High,,,Low,,High,High,Low,Moderate,High,,,,Low,Low,Low,,,Low,A little,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Extremely,Extremely,Extremely,Very slightly or not at all,2,1,2,1,2,2,2,5.0,5.0,7,6,5,2,2.0,3,4,5,1,0,0,2,1,5,1,5,2,4,0,0,2,0,4,4,2,3,4,0,0,0,2,2,2,0,0,2,33,1,1,0,0,0,0,0,4,4,4,0,13,1
4/13/2020 15:11:09,4,13,2020,15:11:09,37,Single,Female,I have no children.,İSTANBUL,Urban,Graduate,High school,Self-employed,Other,"Non-qualified occupations (Cleaners and Helpers, Agricultural, Forestry and Fisheries Workers, Mining, Construction, Manufacturing and Transport Workers, Food Preparation Assistants, etc)","Craftsmen and related workers (Construction and Related Workers, Metal, Machinery and Related Trade Workers, Handicrafts and Printing Workers, Electrical and Electronic Trade Workers, etc)",Partially,3000 - 6000,6000 - 12000,Very good,I definitely think so,"No, I don't think",Increased,Increased,Decreased a lot,Yes,Yes,No,No,,Moderate,Low,,Low,Low,Low,Moderate,Low,Low,Low,Moderate,,,,Low,Moderate,Low,,Low,Moderate,Moderately,A little,Moderately,Moderately,Quite a bit,A little,Moderately,A little,Moderately,A little,3,1,2,1,2,2,2,5.0,3.0,9,7,9,7,3.0,3,4,5,1,0,0,5,1,4,2,2,3,2,0,2,2,2,3,2,2,2,3,0,0,0,2,3,2,0,2,3,35,1,2,1,2,2,3,1,2,1,2,1,17,0
4/13/2020 15:12:08,4,13,2020,15:12:08,19,Single,Female,I have no children.,BALIKESİR,Urban,Two-year degree or equivalent,High school,Student,Education,"Non-qualified occupations (Cleaners and Helpers, Agricultural, Forestry and Fisheries Workers, Mining, Construction, Manufacturing and Transport Workers, Food Preparation Assistants, etc)","Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)",Partially,1500 - 3000,1500 - 3000,Good,I definitely think so,"No, I don't think",Same,Decreased a lot,Same,Yes,No,No,No,,Low,Low,Moderate,Moderate,,Moderate,Moderate,,Moderate,,Low,Moderate,Moderate,Moderate,,,Moderate,Low,,,Moderately,A little,Moderately,Quite a bit,Moderately,Moderately,Quite a bit,Quite a bit,Extremely,Quite a bit,1,1,2,1,2,2,2,4.0,3.0,6,3,9,5,3.0,2,2,4,0,0,0,3,1,4,3,5,2,2,3,3,0,3,3,0,3,0,2,3,3,3,0,0,3,2,0,0,35,1,2,1,2,3,2,2,3,3,4,3,25,0
4/13/2020 15:13:50,4,13,2020,15:13:50,22,Single,Female,I have no children.,İZMİR,Urban,Graduate,High school,Student,Education,"Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)","Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)",Yes,1500 - 3000,1500 - 3000,Good,I don't know; I'm uncertain,I definitely don't think so,Increased,Increased,Increased,Yes,No,No,No,,High,Moderate,Low,,Low,High,Low,Low,High,Low,Moderate,Low,Low,Low,Low,Low,Moderate,,,,A little,Very slightly or not at all,A little,Moderately,Moderately,A little,Moderately,A little,A little,Quite a bit,2,1,2,1,2,2,2,5.0,3.0,6,3,5,5,1.0,2,2,4,0,0,0,2,3,5,2,2,4,3,2,0,2,4,2,2,4,2,3,2,2,2,2,2,3,0,0,0,41,1,1,0,1,2,2,1,2,1,1,3,14,1
4/13/2020 15:14:55,4,13,2020,15:14:55,21,Single,Female,I have no children.,BALIKESİR,Urban,Graduate,High school,Student,Education,"Technicians, and auxiliary professional groups (Science, Engineering, Business and Management Assistant Specialist, Health and Legal Specialists, etc)","Non-qualified occupations (Cleaners and Helpers, Agricultural, Forestry and Fisheries Workers, Mining, Construction, Manufacturing and Transport Workers, Food Preparation Assistants, etc)",Partially,3000 - 6000,3000 - 6000,Good,"Yes, I think","Yes, I think",Increased,Same,Decreased,Yes,No,Yes,No,,Moderate,Low,Low,,Low,Low,,Low,Low,Low,Low,Low,,Low,Low,Low,Low,,,Low,A little,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Extremely,Very slightly or not at all,Extremely,Extremely,Moderately,Very slightly or not at all,2,1,2,1,2,2,2,5.0,3.0,6,3,3,9,3.0,3,3,4,0,1,0,4,2,2,2,3,3,2,2,0,2,2,0,2,2,2,2,2,0,2,2,2,2,0,0,2,31,1,1,0,0,0,4,0,4,4,2,0,15,1
